Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
Lao PDR,2017,..,..,..,63.58000183,65.75,61.49000168,11.93000031,8.869999886,14.86999989,24.48999977,25.37999916,23.63999939,75.34300232,40.70927,79.62999725,71.98000336,75.91899872,80.47,78.85199738,82.19,77.3809967,81.33,75.22000122,72.19999695,77.59999847,1776072,49.18346572,1835052,3611116,..,..,..,2183312,2205826,4389136,96.28037494,80.84070863
Lao PDR,2018,..,..,..,62.36999893,64.62999725,60.18999863,12.64999962,9.18999958,15.97999954,24.97999954,26.18000031,23.81999969,75.26999664,44.74265,..,..,75.86199951,80.46,78.72299957,82.21,77.28900146,81.34,..,..,..,1810100,49.21000555,1868180,3678317,..,..,..,2224984,2246421,4471406,96.365738,..
Lao PDR,2019,..,..,..,61.43999863,63.54000092,59.41999817,12.93999958,9.369999886,16.38999939,25.62000084,27.09000015,24.19000053,75.21600342,..,..,..,75.82700348,80.49,78.63500214,82.27,77.22699738,81.38,..,..,..,1845478,49.23614368,1902731,3748218,..,..,..,2267524,2287453,4554972,96.42907283,..
Lao PDR,2020,..,..,..,..,..,..,..,..,..,..,..,..,74.29000092,..,..,..,75.02799988,..,77.96700287,..,76.49299622,..,..,..,..,1862911,49.1879248,1924429,3787334,..,..,..,2311140,2330197,4641338,96.23045278,..
Lao PDR,2021,..,..,..,..,..,..,..,..,..,..,..,..,73.87799835,..,..,..,74.78500366,..,78.09300232,..,76.43399811,..,..,..,..,1892808,49.07639894,1964820,3856860,..,..,..,..,..,..,95.76402679,..
"Macao SAR, China",1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.51900101,48.63,72.48899841,75.22,58.64799881,61.8,..,..,..,59828,39.83142813,90376,150203,..,..,..,117974,115699,233672,62.79435777,67.32673311
"Macao SAR, China",1991,..,..,..,0.460000008,0.219999999,0.629999995,38.04999924,15.93000031,52.49000168,61.47999954,83.86000061,46.88000107,44.28099823,..,..,..,46.00899887,49.24,72.77200317,75.7,58.97399902,62.27,..,..,..,62417,40.22258166,92762,155179,..,..,..,121570,118051,239618,63.22348824,67.10963624
"Macao SAR, China",1992,..,..,..,0.449999988,0.209999993,0.620000005,37.40999985,15.67000008,52.34000015,62.13999939,84.12000275,47.04000092,45.68199921,..,..,..,46.79299927,50.77,71.87999725,75.61,58.88999939,62.95,..,..,..,65199,41.14410122,93268,158465,..,..,..,124637,119881,244519,65.09877721,65.098531
"Macao SAR, China",1993,..,..,..,0.439999998,0.209999993,0.610000014,36.63999939,15.21000004,51.72999954,62.91999817,84.58999634,47.66999817,47.43000031,..,..,..,48.37099838,51.26,73.26100159,76.06,60.31900024,63.36,..,..,..,69056,41.69872046,96551,165607,..,..,..,127499,121452,248954,66.02557614,65.63202464
"Macao SAR, China",1994,..,..,..,0.430000007,0.200000003,0.600000024,35.79000092,14.78999996,51.11999893,63.77999878,85.01000214,48.27999878,48.65800095,..,..,..,49.95399857,52.49,74.60099792,74.95,61.72999954,63.39,..,..,..,73168,42.25797882,99980,173146,..,..,..,130641,123224,253866,66.96156882,67.86523081
"Macao SAR, China",1995,..,..,..,0.419999987,0.189999998,0.589999974,34.86000061,14.19999981,50.13999939,64.72000122,85.61000061,49.27000046,50.01200104,..,..,..,51.53699875,53.68,75.89499664,77.81,63.12200165,65.34,..,..,..,77667,42.81390913,103741,181406,..,..,..,134304,125439,259742,67.90566049,67.20658903
"Macao SAR, China",1996,..,..,..,0.419999987,0.189999998,0.589999974,33.81999969,13.69999981,49.25999832,65.76000214,86.11000061,50.15000153,51.18500137,..,..,..,53.10800171,61.63,77.13200378,86.55,64.49299622,73.62,..,..,..,82308,43.32456048,107670,189980,..,..,..,138138,127994,266130,68.85339302,69.54752734
"Macao SAR, China",1997,..,..,..,0.409999996,0.180000007,0.579999983,32.97999954,13.18999958,48.40999985,66.61000061,86.62999725,51.00999832,53.23099899,..,..,..,54.67100143,61.23,78.31900024,85.36,65.83999634,72.79,..,..,..,87194,43.81762173,111794,198993,..,..,..,142202,130812,273016,69.8055405,69.80507378
"Macao SAR, China",1998,..,..,..,0.400000006,0.180000007,0.579999983,32.04000092,12.73999977,47.52000046,67.56999969,87.08999634,51.90999985,52.7179985,..,..,..,54.52799988,61.01,77.27899933,84.33,65.23999786,72.14,..,..,..,89601,44.2266591,112990,202595,..,..,..,146579,133953,280535,70.55991971,70.56086897
"Macao SAR, China",1999,..,..,..,0.400000006,0.180000007,0.589999974,30.47999954,12.11999989,45.88999939,69.12999725,87.69999695,53.52000046,53.5320015,..,..,..,55.98899841,61.57,76.24900055,83.02,65.5,71.78,..,..,..,94978,45.35201314,114446,209424,..,..,..,151434,137496,288931,73.42915712,73.42931591
"Macao SAR, China",2000,..,..,..,0.400000006,0.170000002,0.600000024,28.04999924,10.81000042,43.09000015,71.55000305,89.01999664,56.31999969,54.05099869,..,..,..,56.70600128,62.07,74.94100189,81.63,65.23999786,71.35,..,..,..,99562,46.23844178,115760,215323,..,..,..,156924,141521,298446,75.66752492,75.66737855
"Macao SAR, China",2001,..,..,..,0.400000006,0.180000007,0.600000024,30.45999908,12.09000015,46.74000168,69.13999939,87.73000336,52.65999985,54.01699829,..,..,..,56.50799942,63.16,73.72000122,81.47,64.56800079,71.84,..,..,..,102775,46.53589977,118078,220851,87.77497101,95.27620697,91.29537201,163035,147013,310049,76.65219545,76.21805449
"Macao SAR, China",2002,..,..,..,0.400000006,0.170000002,0.610000014,28.44000053,11,44.31999969,71.16999817,88.83000183,55.08000183,53.80599976,..,..,..,56.32699966,62.06,72.48699951,77.73,63.88999939,69.48,..,..,..,106601,46.90128823,120692,227288,..,..,..,170199,153090,323282,77.70634741,77.70577907
"Macao SAR, China",2003,..,..,..,0.400000006,0.159999996,0.610000014,26.86000061,9.899999619,41.88000107,72.73999786,89.94000244,57.50999832,50.6590004,..,..,..,53.16600037,59.66,69.40699768,76.37,60.75999832,67.56,..,..,..,104911,46.58859787,120280,225186,..,..,..,178016,159585,337598,76.60034599,76.59942173
"Macao SAR, China",2004,..,..,..,0.400000006,0.159999996,0.610000014,25.13999939,8.899999619,39.63999939,74.45999908,90.94999695,59.75,52.56299973,..,..,..,54.77799988,60.89,70.08300018,76.79,61.93000031,68.4,..,..,..,112589,47.12157802,126348,238933,..,..,..,185943,166251,352190,78.161608,78.16157612
"Macao SAR, China",2005,..,..,..,0.400000006,0.159999996,0.620000005,24.90999985,8.590000153,39.70000076,74.69000244,91.26000214,59.68000031,54.69900131,..,..,..,56.88600159,62.74,70.90899658,77.14,63.43999863,69.54,..,..,..,121404,47.75886893,132798,254202,..,..,..,193516,172913,366429,80.22395511,80.22304456
"Macao SAR, China",2006,..,..,..,0.400000006,0.150000006,0.620000005,23.03000069,7.449999809,37.11000061,76.56999969,92.40000153,62.27000046,56.73199844,..,..,..,58.98600006,64.57,73.72000122,78.85,65.88999939,71.32,..,..,..,130224,47.57267012,143518,273737,90.72358704,96.46999359,93.49974823,200716,180019,380737,80.0135636,80.0135908
"Macao SAR, China",2007,..,..,..,0.400000006,0.140000001,0.639999986,18.02000046,5.389999866,29.87999916,81.58999634,94.47000122,69.48999786,61.05699921,..,..,..,62.91500092,68.29,76.26000214,80.26,69.19000244,73.97,..,..,..,143102,48.17470577,153948,297048,..,..,..,207345,186987,394331,82.50065454,82.500001
"Macao SAR, China",2008,..,..,..,0.400000006,0.140000001,0.639999986,19.69000053,5.940000057,32.59000015,79.91000366,93.91999817,66.76999664,62.6570015,..,..,..,64.45800018,69.55,77.55799866,81.2,70.63999939,75.09,..,..,..,150613,48.1856748,161957,312568,..,..,..,213537,193716,407250,83.10941656,83.10915984
"Macao SAR, China",2009,..,..,..,0.400000006,0.140000001,0.649999976,15.68000031,4.449999809,26.53000069,83.91999817,95.41000366,72.81999969,64.64399719,..,..,..,66.53500366,70.87,78.1210022,80.72,72.01999664,75.56,91.81999969,90.94999695,92.77999878,159563,48.64710778,168437,328001,..,..,..,219593,200148,419741,85.16916295,85.16856893
"Macao SAR, China",2010,..,..,..,0.400000006,0.129999995,0.649999976,13.67000008,3.75999999,23.12999916,85.93000031,96.11000061,76.22000122,64.63300323,..,..,..,66.00700378,70.8,77.54299927,81.4,71.48000336,75.86,91.16000366,89.20999908,93.51999664,162498,48.53163854,172333,334829,..,..,..,225656,206174,431827,85.12309868,85.12311337
"Macao SAR, China",2011,..,..,..,0.400000006,0.129999995,0.660000026,12.85999966,3.450000048,21.88999939,86.73999786,96.41999817,77.44999695,66.01200104,..,..,..,67.46600342,71.72,78.08999634,81.47,72.51000214,76.37,90.80000305,89.05999756,92.48999786,170289,48.87014567,178160,348452,93.73191071,97.75128937,95.64003754,231009,210929,441941,86.39519347,86.39508654
"Macao SAR, China",2012,..,..,..,0.400000006,0.129999995,0.649999976,12.80000019,3.319999933,21.78000069,86.80000305,96.55000305,77.55999756,65.66000366,..,..,..,66.76200104,71.22,78.55200195,81.89,72.36000061,76.31,91.37999725,90.38999939,92.27999878,172881,48.45591121,183897,356780,..,..,..,236423,215449,451869,84.9908333,84.99045136
"Macao SAR, China",2013,..,..,..,0.400000006,0.129999995,0.660000026,12.64000034,3.25,21.70999908,86.97000122,96.62000275,77.62999725,66.61199951,..,..,..,67.55500031,72.09,78.43599701,81.51,72.72000122,76.57,91.18000031,88.68000031,93.93000031,179313,48.80115177,188123,367436,..,..,..,241512,219487,460999,86.12754715,86.12776079
"Macao SAR, China",2014,..,..,..,0.400000006,0.129999995,0.660000026,15.65999985,4.059999943,26.73999977,83.94999695,95.80999756,72.59999847,67.26599884,..,..,..,68.24700165,72.88,79.99199677,83,73.81999969,77.69,74.08999634,68.31999969,80.91000366,185206,48.58053432,196030,381235,..,..,..,245823,222810,468641,85.31728724,85.31696158
"Macao SAR, China",2015,..,..,..,0.400000006,0.129999995,0.660000026,15.80000019,4.090000153,27.04000092,83.80000305,95.77999878,72.30000305,67.13899994,..,..,..,68.23100281,73.07,79.75800323,83.1,73.69999695,77.83,91.75,89.41000366,94.12000275,188661,48.65381342,199102,387762,..,..,..,249084,225321,474410,85.54753133,85.54731677
"Macao SAR, China",2016,..,..,..,0.400000006,0.119999997,0.670000017,13.67000008,3.49000001,23.56999969,85.93000031,96.38999939,75.76000214,66.30400085,..,..,..,67.33000183,72.91,77.80400085,82.45,72.30000305,77.44,90.79000092,88.30999756,93.36000061,188795,48.93775305,196991,385786,95.03256989,98.18592072,96.5384903,250811,226619,477431,86.5379686,86.53895425
"Macao SAR, China",2017,..,..,..,0.400000006,0.119999997,0.670000017,10.56999969,2.559999943,18.22999954,89.02999878,97.31999969,81.11000061,65.15299988,..,..,..,66.20300293,72.5,75.88899994,83.28,70.80000305,77.62,..,..,..,187782,49.12582702,194467,382247,..,..,..,251634,227263,478897,87.23662584,87.23684612
"Macao SAR, China",2018,..,..,..,0.400000006,0.119999997,0.670000017,9.979999542,2.390000105,17.19000053,89.62999725,97.48999786,82.13999939,65.9469986,..,..,..,66.82700348,72.76,75.40499878,84.16,70.90000153,78.17,..,..,..,191423,49.50398519,195260,386682,..,..,..,251785,227383,479168,88.62410259,88.62434041
"Macao SAR, China",2019,..,..,..,0.400000006,0.109999999,0.670000017,9.659999847,2.299999952,16.63999939,89.94000244,97.58999634,82.69000244,65.66600037,..,..,..,66.55599976,72.51,74.43900299,84.39,70.30000305,78.15,..,..,..,192423,49.70719144,194689,387113,..,..,..,251624,227225,478854,89.41011712,89.41018541
"Macao SAR, China",2020,..,..,..,..,..,..,..,..,..,..,..,..,64.3809967,..,..,..,65.83899689,..,73.82299805,..,69.63200378,..,..,..,..,192195,49.63111399,195053,387247,..,..,..,251426,226970,478397,89.18494051,89.18558303
"Macao SAR, China",2021,..,..,..,..,..,..,..,..,..,..,..,..,64.12200165,..,..,..,65.81900024,..,72.51000214,..,68.99900055,..,..,..,..,194166,50.07194913,193602,387774,..,..,..,..,..,..,90.77230493,..
Malaysia,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.44300079,47.83,79.06500244,80.93,62.4659996,64.64,..,..,..,2546286,35.91413058,4543715,7089928,..,..,..,5259597,5426846,10686442,57.47549407,56.00375118
Malaysia,1991,..,..,..,22.48999977,20.57999992,23.55999947,31.34000015,32.31999969,30.79999924,46.16999817,47.11000061,45.65000153,43.43299866,..,..,..,45.39199829,47.67,78.76399994,80.81,62.29999924,64.51,..,..,..,2623023,35.94620532,4674003,7297079,77.28308868,88.56298828,82.91536713,5423579,5602971,11026555,57.63038739,46.88669411
Malaysia,1992,..,..,..,21.79000092,20.13999939,22.70999908,31.62000084,32.09999847,31.35000038,46.59000015,47.75999832,45.93999863,44.17499924,..,..,..,46.20700073,47.54,80.24500275,80.73,63.45600128,64.41,..,..,..,2751252,35.91629333,4908926,7660178,..,..,..,5587428,5774429,11361866,57.58240283,55.31463385
Malaysia,1993,..,..,..,21.11000061,19.11000061,22.20999908,32.02000046,31.77000046,32.15000153,46.88000107,49.11999893,45.63999939,44.32699966,..,..,..,46.60300064,47.4,81,80.61,64.03399658,64.28,..,..,..,2857813,35.89763205,5103162,7961007,..,..,..,5753509,5945377,11698893,57.53456869,54.08673329
Malaysia,1994,..,..,..,20.55999947,18.01000023,21.96999931,32.15000153,31.52000046,32.49000168,47.29999924,50.47000122,45.54000092,43.9620018,..,..,..,45.96300125,47.27,79.95400238,80.5,63.18600082,64.16,..,..,..,2903356,35.8830625,5187873,8091160,..,..,..,5925941,6122485,12048429,57.48680477,..
Malaysia,1995,..,..,..,19.96999931,16.96999931,21.62999916,32.34000015,31.26000023,32.93999863,47.68999863,51.77000046,45.43999863,43.61100006,..,..,..,45.31600189,47.13,78.89499664,80.33,62.33000183,64,..,..,..,2950200,35.8656755,5275488,8225692,..,..,..,6107322,6310034,12417355,57.43837229,52.98233053
Malaysia,1996,..,..,..,19.36000061,17.11000061,20.62000084,32.22999954,29.54000092,33.72999954,48.40999985,53.34999847,45.65000153,45.16500092,..,..,..,46.3730011,46.99,80.80000305,80.16,63.8219986,63.85,..,..,..,3114877,35.83234814,5578093,8692919,..,..,..,6301061,6515183,12816241,57.39232592,55.08304707
Malaysia,1997,..,..,..,17.29000092,14.31999969,18.94000053,33.65999985,29.81999969,35.79999924,49.04999924,55.86999893,45.27000046,44.56299973,..,..,..,45.86299896,46.91,79.97799683,80.06,63.15800095,63.77,..,..,..,3179355,35.80218456,5701030,8880338,..,..,..,6503799,6729338,13233133,57.34452072,54.53358604
Malaysia,1998,..,..,..,18.79999924,15.14000034,20.82999992,31.76000023,28.27000046,33.70000076,49.43999863,56.59000015,45.47000122,43.47399902,..,..,..,44.9620018,47.09,78.47200012,80.52,61.95500183,64.1,..,..,..,3216903,35.77096993,5776149,8993055,..,..,..,6713392,6951384,13664770,57.29687243,53.3021134
Malaysia,1999,..,..,..,18.37000084,13.60000038,21.03000069,31.70000076,28.71999931,33.36000061,49.93000031,57.68999863,45.61999893,43.40599823,..,..,..,44.88499832,47.01,78.40000153,80.46,61.88700104,64.04,..,..,..,3313284,35.7336031,5958980,9272180,..,..,..,6926253,7179135,14105387,57.25127226,53.9297322
Malaysia,2000,..,..,..,18.36000061,14.10999966,20.70999908,32.18000031,28.88999939,34,49.45999908,56.99000168,45.27999878,44.02199936,..,..,..,45.4109993,46.9,79.38400269,80.31,62.6570015,63.92,..,..,..,3455965,35.68285714,6229355,9685225,85.35421753,91.96923828,88.6877594,7138937,7410528,14549464,57.20421969,58.21808864
Malaysia,2001,..,..,..,15.13000011,12.03999996,16.82999992,33.11000061,29.69000053,34.99000168,51.75999832,58.27000046,48.18000031,43.54299927,..,..,..,45.25699997,46.84,79.17900085,80.26,62.50299835,63.89,..,..,..,3538170,35.59479894,6402039,9940132,..,..,..,7322507,7625478,14947989,57.1578316,56.87394209
Malaysia,2002,..,..,..,14.93000031,11.60999966,16.73999977,31.97999954,27.27000046,34.56000137,53.09000015,61.11999893,48.70000076,43.1230011,..,..,..,44.81499863,46.7,78.46900177,80.08,61.95500183,63.76,..,..,..,3600595,35.49527592,6543251,10143871,..,..,..,7514937,7854776,15369723,57.11172261,57.26023805
Malaysia,2003,..,..,..,14.27000046,10.96000004,16.07999992,32.02000046,26.86000061,34.84000015,53.70999908,62.18000031,49.08000183,43.72399902,..,..,..,45.37400055,46.57,79.51000214,79.91,62.79199982,63.64,..,..,..,3746867,35.38917383,6840783,10587608,..,..,..,7716046,8097730,15813798,57.06703475,58.12225761
Malaysia,2004,..,..,..,14.56000042,10.46000004,16.78000069,30.12999916,24.85000038,32.99000168,55.31000137,64.69999695,50.22999954,43.02000046,76.44728,..,..,44.72100067,46.45,78.42900085,79.74,61.95500183,63.53,..,..,..,3794667,35.27894661,6961423,10756180,..,..,..,7922308,8349621,16271948,57.02100012,58.40752137
Malaysia,2005,..,..,..,14.64000034,10.13000011,17.07999992,29.71999931,24.37999916,32.61000061,55.63999939,65.48999786,50.31000137,42.2840004,..,..,..,43.9109993,46.39,77.06900024,79.69,60.89599991,63.51,..,..,..,3826757,35.17117696,7053622,10880378,..,..,..,8128615,8604204,16732815,56.97621503,57.42685469
Malaysia,2006,..,..,..,14.63000011,9.979999542,17.13999939,30.26000023,24.72999954,33.24000168,55.11000061,65.30000305,49.61999893,42.50799942,76.7391,..,..,43.99499893,46.28,77.27799988,79.45,61.07899857,63.37,..,..,..,3927211,35.05729109,7275046,11202266,..,..,..,8310734,8835265,17145977,56.9308199,..
Malaysia,2007,..,..,..,14.72999954,9.880000114,17.32999992,28.45999908,22.52000046,31.63999939,56.81000137,67.59999847,51.02000046,42.23300171,61.24567,..,..,43.74000168,46.18,76.88999939,79.26,60.79000092,63.26,..,..,..,3999261,34.94486298,7445267,11444489,..,..,..,8499172,9074336,17573459,56.88646381,..
Malaysia,2008,..,..,..,13.96000004,9.159999847,16.5,28.67000008,22.04000092,32.18000031,57.36999893,68.80000305,51.33000183,41.51499939,58.13178,..,..,43.0890007,45.51,76.33799744,78.71,60.22000122,62.69,..,..,..,4035732,34.6857342,7599464,11635135,..,..,..,8697101,9319909,18016934,56.44502364,..
Malaysia,2009,..,..,..,13.5,8.68999958,16.07999992,27.01000023,19.89999962,30.81999969,59.49000168,71.41000366,53.09999847,42.01499939,62.71605,..,..,43.65800095,46.15,76.22599792,78.61,60.45999908,62.96,..,..,..,4189146,34.95626322,7794832,11983964,..,..,..,8904506,9567873,18472321,57.2744236,..
Malaysia,2010,..,..,..,13.30000019,8.430000305,15.89999962,27.62000084,20.28000069,31.53000069,59.09000015,71.29000092,52.56999969,41.93700027,58.57988,..,..,43.49499893,45.99,76.18000031,78.6,60.36999893,62.9,..,..,..,4275257,34.84988469,7992379,12267636,90.74768066,95.43374634,93.1178894,9116288,9811501,18927789,57.09503644,..
Malaysia,2011,..,..,..,11.88000011,7.119999886,14.48999977,28.45000076,20.65999985,32.70999908,59.68000031,72.22000122,52.81000137,43.51300049,54.59596,..,..,45.00500107,47.84,76.93900299,79.52,61.49100113,64.26,65.66000366,61.75999832,69.69000244,4534780,35.4048809,8273611,12808347,..,..,..,9327050,10037290,19364284,58.49439078,60.2559269
Malaysia,2012,..,..,..,13.26000023,8.489999771,15.93000031,27.56999969,19.79000092,31.93000031,59.18000031,71.73000336,52.13999939,45.02399826,54.42163,..,..,46.52399826,49.41,77.68000031,80.39,62.59999847,65.46,66,61.84999847,70.54000092,4798046,35.97093954,8540710,13338673,..,..,..,9523650,10240158,19763743,59.89186158,..
Malaysia,2013,..,..,..,12.68999958,8.090000153,15.39999962,27.94000053,19.92000008,32.68000031,59.36999893,71.98999786,51.91999817,47.48600006,51.75387,..,..,49.20399857,52.42,78.01699829,80.84,64.05999756,67.14,67.30999756,63.5,71.45999908,5188098,37.20601048,8756182,13944247,..,..,..,9710736,10428380,20139068,63.06830517,..
Malaysia,2014,..,..,..,12.59000015,8.039999962,15.34000015,27.73999977,19.61000061,32.65999985,59.66999817,72.36000061,52,48.51200104,51.97161,..,..,50.12799835,53.54,77.61699677,80.54,64.29000092,67.51,68.25,64.84999847,72.01999664,5400300,37.80058457,8886066,14286287,..,..,..,9893321,10611415,20504718,64.5837902,66.61702542
Malaysia,2015,..,..,..,12.47000027,7.900000095,15.26000023,27.52000046,19.27000046,32.54999924,60.00999832,72.83999634,52.18999863,48.75500107,52.42483,..,..,50.46699905,54.03,77.64600372,80.68,64.45999908,67.81,69.33000183,65.44000244,73.70999908,5551988,37.98304921,9065077,14617015,..,..,..,10073306,10793929,20867238,64.99626077,67.07997204
Malaysia,2016,12.31396008,10.35451984,11.30653954,11.36999989,6.820000172,14.15999985,27.48999977,19.98999977,32.09000015,61.13999939,73.19000244,53.75,48.63299942,..,..,..,50.6230011,54.31,77.2440033,80.36,64.31999969,67.78,69.25,65.94000244,72.94999695,5677225,38.20918488,9181096,14858273,93.36942291,96.29699707,94.88057709,10238733,10958404,21197148,65.53648042,67.74354823
Malaysia,2017,..,..,..,11.28999996,6.670000076,14.14000034,27.71999931,20.65999985,32.06000137,60.99000168,72.66999817,53.79999924,49.00799942,..,..,..,50.95800018,54.81,77.09700012,80.34,64.40000153,68,69.63999939,65.83000183,73.66999817,5824809,38.43490698,9330277,15154997,93.55406952,96.49912262,95.08264923,10404704,11126626,21531344,66.09595717,68.36123059
Malaysia,2018,..,..,..,10.63000011,6.059999943,13.44999981,27.11000061,20.29999924,31.30999947,62.25999832,73.63999939,55.24000168,49.50699997,47.66963,..,..,51.3730011,55.39,77.45400238,80.85,64.77999878,68.54,70.45999908,66.77999878,74.37999725,5982326,38.53815269,9540748,15523126,93.50482941,96.12304688,94.85440826,10566553,11292804,21859364,66.32710966,68.67694703
Malaysia,2019,13.44192982,11.38134003,12.38611031,10.27999973,5.889999866,12.98999977,27.01000023,20.04999924,31.31999969,62.72000122,74.05999756,55.68999863,49.98099899,..,..,..,51.74000168,55.49,77.85700226,80.94,65.15899658,68.64,71.73999786,67.51000214,76.25,6132588,38.60542037,9752831,15885303,93.64668274,96.21800232,94.97113037,10718631,11449495,22168121,66.45516804,68.81108211
Malaysia,2020,..,..,..,..,..,..,..,..,..,..,..,..,49.06999969,..,..,..,51.47399902,..,77.66000366,..,64.92199707,..,76.62000275,72.69999695,80.66000366,6203692,38.56679088,9881999,16085580,..,..,..,10858485,11593231,22451709,66.28122147,68.62987902
Malaysia,2021,..,..,..,..,..,..,..,..,..,..,..,..,48.69800186,..,..,..,51.18799973,..,77.5510025,..,64.72000122,..,..,..,..,6265411,38.49222956,10011834,16277080,..,..,..,..,..,..,66.00559383,..
Maldives,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.18000031,20.51,77.15699768,78.75,49.52000046,50.16,..,..,..,11465,19.76724138,46536,58000,96.14601135,95.89713287,96.01825714,54428,56467,110900,26.15446546,26.15504072
Maldives,1991,..,..,..,21.76000023,7.71999979,25.52000046,27.20999908,48.97999954,21.37000084,51.04000092,43.31000137,53.11000061,21.34399986,..,..,..,21.68000031,21.97,76.75,78.1,49.87799835,50.38,..,..,..,12753,21.20834165,47377,60132,..,..,..,56309,57726,114035,28.2475574,..
Maldives,1992,..,..,..,21.57999992,7.929999828,25.57999992,27.15999985,48.06999969,21.04000092,51.25999832,44,53.38999939,22.89999962,..,..,..,23.24500084,23.53,76.27500153,77.46,50.23600006,50.66,..,..,..,14160,22.72180234,48162,62319,..,..,..,58258,58986,117246,30.47525451,..
Maldives,1993,..,..,..,21.39999962,8.140000343,25.63999939,27.09000015,47.09000015,20.69000053,51.50999832,44.77000046,53.66999817,24.51199913,..,..,..,24.86599922,25.17,75.71499634,76.77,50.59400177,50.97,..,..,..,15687,24.28027489,48919,64608,..,..,..,60296,60300,120597,32.84157753,..
Maldives,1994,..,..,..,21.13999939,8.340000153,25.60000038,27.05999947,46.13999939,20.39999962,51.81000137,45.52999878,54,26.17099953,..,..,..,26.53499985,26.87,75.06300354,75.98,50.95199966,51.28,..,..,..,17358,25.8757938,49725,67082,..,..,..,62484,61761,124236,35.35030387,..
Maldives,1995,..,..,..,20.87000084,8.489999771,25.55999947,27.02000046,45.15000153,20.13999939,52.11000061,46.36000061,54.29999924,27.86899948,..,..,..,28.23999977,28.61,74.30899811,75.04,51.31000137,51.57,..,..,..,19181,27.47639989,50630,69809,96.44297791,96.21227264,96.32649994,64831,63441,128271,38.00347265,38.00324296
Maldives,1996,..,..,..,20.53000069,8.630000114,25.37000084,26.95000076,44.22000122,19.92000008,52.52000046,47.15000153,54.70999908,29.56500053,..,..,..,30.04800034,30.43,73.99299622,74.62,52.00999832,52.24,..,..,..,21203,28.89952023,52165,73368,..,..,..,67272,65549,132814,40.60924935,..
Maldives,1997,..,..,..,20.10000038,8.75,25.03000069,26.92000008,43.25999832,19.80999947,52.99000168,48,55.15999985,31.28499985,..,..,..,31.88999939,32.27,73.59500122,74.11,52.70899963,52.89,..,..,..,23390,30.29910489,53808,77197,..,..,..,69839,67880,137710,43.33174653,..
Maldives,1998,..,..,..,19.68000031,8.829999924,24.70999908,26.81999969,42.20000076,19.70000076,53.5,48.97000122,55.59000015,33.02399826,..,..,..,33.75999832,34.14,73.12000275,73.55,53.40800095,53.56,..,..,..,25764,31.65966232,55616,81378,..,..,..,72576,70523,143090,46.17067431,..
Maldives,1999,..,..,..,19.28000069,8.909999847,24.37999916,26.59000015,41,19.52000046,54.11999893,50.09999847,56.09999847,34.77399826,..,..,..,35.65100098,36.06,72.5759964,73.02,54.10499954,54.3,..,..,..,28352,32.96360888,57661,86010,..,..,..,75530,73579,149096,49.12230317,..
Maldives,2000,..,..,..,18.95999908,9,24.12999916,26.04000092,39.43000031,19.09000015,55,51.56999969,56.79000092,36.53099823,..,..,..,37.55699921,38.06,71.97299957,72.57,54.79999924,55.14,..,..,..,31172,34.19744825,59982,91153,..,..,..,78710,77113,155822,52.18206748,52.18179082
