Series Name,Series Code,Country Name,Country Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population ages 15-64, female",SP.POP.1564.FE.IN,Philippines,PHL,9703317,10034096,10374573,10726078,11075624,11433787,11802905,12186016,12584776,12988420,13412414,13852587,14302619,14758861,15212807,15671047,16137402,16619278,17120625,17616230,18135902,18673788,19220288,19770710,20323684,20874527,21430609,22001622,22590137,23176163,23777522,24382864,24982173,25578051,26180855,26788584,27428531,28108164,28809653,29429700,30068248,30708223,31343681,31977373,32569641,33180992,33800341,34407302,34991277,..
"Population ages 15-64, female",SP.POP.1564.FE.IN,Singapore,SGP,627366,650408,673140,695682,715984,739029,761923,784150,804005,853425,897887,913414,935105,942603,950540,976781,1014693,1055758,1104687,1138639,1172978,1200725,1236091,1271525,1318946,1360823,1408123,1423223,1454668,1499606,1521389,1509349,1538495,1581709,1631630,1698281,1788902,1843397,1877125,1908065,1948880,1977196,2000941,2021032,2037279,2020947,2007357,2006294,1977125,..
"Population ages 15-64, female",SP.POP.1564.FE.IN,Sri Lanka,LKA,3557193,3671543,3785499,3895457,4003348,4104318,4200995,4298308,4398324,4485650,4577228,4671436,4765714,4859582,4960366,5063776,5168718,5274019,5378410,5486600,5588858,5686819,5782984,5878365,5967612,6058939,6152559,6246285,6338639,6420882,6500185,6576111,6649558,6720004,6778117,6838147,6897061,6950560,6996547,7035628,7028262,7062197,7107987,7156596,7222430,7292381,7358641,7393570,7421911,..
"Population ages 15-64, female",SP.POP.1564.FE.IN,Thailand,THA,10307424,10667415,11042393,11426257,11816382,12209087,12610267,13031043,13477666,13957578,14455095,14970197,15499180,16038381,16604445,17177029,17738843,18265384,18738653,19096531,19401665,19676288,19953303,20255704,20639939,21046287,21462105,21861535,22225514,22562785,22863463,23135159,23391879,23641705,23877570,24098972,24305922,24495794,24666174,24760909,24854973,24942268,25013631,25063121,25131682,25171127,25181522,25165005,25122259,..
"Population ages 15-64, female",SP.POP.1564.FE.IN,Vietnam,VNM,11911611,12277217,12656135,13046764,13381048,13732009,14098782,14479281,14873059,15309639,15754489,16208517,16674831,17153044,17622512,18106716,18602024,19102402,19604689,20104086,20607019,21112422,21626023,22152404,22661864,23209814,23783136,24357222,24919095,25562064,26145201,26699935,27272381,27878478,28429005,29020608,29623882,30189625,30692212,31142265,31549097,31907430,32223035,32500313,32754579,32963671,33138889,33294847,33439390,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Afghanistan,AFG,3152333,3221531,3291241,3358895,3405258,3448078,3479864,3492317,3482238,3414366,3324621,3224651,3128408,3046212,2983459,2944991,2946750,3006881,3130991,3373893,3697529,4056078,4395270,4683813,4849664,4946928,5015263,5103716,5241777,5469968,5756830,6074051,6384124,6663946,6827106,6955667,7076163,7223804,7421549,7739084,8115940,8533346,8963516,9386355,9750113,10100169,10444644,10796549,11164198,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Australia,AUS,4217930,4294235,4418425,4491181,4543052,4611984,4688957,4761630,4837560,4942211,5043308,5119305,5191476,5280666,5372486,5467899,5574446,5680900,5768446,5838769,5897865,5940389,5992925,6063414,6139636,6211878,6284158,6362444,6441298,6540220,6629516,6719456,6805811,6904284,7027265,7090020,7245568,7398431,7506055,7572959,7666241,7757084,7829949,7899670,7978294,8066288,8144071,8225720,8293954,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Bangladesh,BGD,18100174,18329121,18590987,18909735,19276987,19745182,20293462,20900669,21551347,22174387,22864783,23607990,24386336,25191370,25961978,26762094,27591008,28454285,29353349,30203312,31081319,31989885,32931586,33908624,34869988,35865345,36886973,37925332,38970535,39937379,40917506,41892291,42838162,43741407,44482064,45183061,45869498,46572888,47316700,48166330,49040218,49941512,50870213,51818200,52745990,53691198,54633816,55546280,56413569,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Bhutan,BTN,88556,91657,94940,98361,101528,104911,108424,111999,115595,118166,120745,123456,126466,129879,133563,137688,141832,145497,148375,149021,148730,148063,147748,148286,150823,154551,159270,164728,170704,177967,185841,193973,201922,209354,214619,219284,223580,227888,232470,237659,243131,248762,254394,259902,265553,270989,276208,281291,286277,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Cambodia,KHM,1903579,1945319,1972664,1981566,1946753,1892960,1832171,1777814,1739813,1764127,1799803,1845796,1902960,1968141,1999396,2055126,2122860,2184574,2233376,2297408,2347010,2392699,2453208,2537841,2623205,2736844,2875946,3026859,3177627,3315100,3436303,3543481,3645703,3751018,3864193,3977929,4094104,4209788,4321348,4420557,4525590,4630239,4727952,4816386,4903698,4979689,5049864,5123296,5204723,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,China,CHN,249450066,255157699,260929726,266789550,272992889,279429932,286538993,294260774,302204706,311063230,320434235,329735271,338575787,347351142,355233423,363164244,370765138,377985608,385146346,390057478,396136767,402764657,408970994,414162559,421652515,426893169,431104552,436202665,443104584,449078998,457131677,466309161,474895410,482021879,488079228,492730984,496279809,499350356,502289492,504890536,508107916,511040174,513238352,514491575,514766031,514693904,513715600,512447020,511089150,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,"Hong Kong SAR, China",HKG,1300041,1347818,1407091,1457326,1508508,1572156,1645317,1777801,1855433,1906243,1933257,1953670,1962827,1976122,2000818,2021890,2039924,2061186,2066673,2083734,2099403,2132935,2178633,2219316,2309332,2320619,2332517,2345979,2356694,2369858,2373702,2361769,2374583,2381635,2396810,2417012,2429948,2430616,2439205,2444139,2457548,2449845,2443549,2434210,2420935,2402046,2378395,2351691,2299828,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,India,IND,168919749,173324794,177966406,182848567,187313802,192076607,197088534,202276468,207597920,212589087,217723187,223021769,228549076,234332872,239575936,245236922,251221710,257400706,263719309,269781549,275999493,282439096,289207041,296342922,303277563,310556495,318133504,325920946,333849261,341318436,348972231,356775877,364697848,372712240,380343562,388057552,395837971,403711076,411687854,419259582,427044346,434906524,442626693,450078911,457345876,464143484,470668260,477210111,483880266,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Indonesia,IDN,32005641,32954328,33956699,35000457,36010741,37066927,38172517,39335321,40557226,41757384,43012108,44317731,45672598,47074152,48430419,49855787,51322993,52793598,54245225,55636030,56979668,58308334,59671487,61096103,62487395,63958184,65482633,67006154,68484093,69653726,70792759,71921499,73067413,74243591,75633817,76963052,78234083,79453122,80650298,82057022,83428694,84792196,86174155,87572349,88747589,90003706,91278031,92482551,93579479,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Japan,JPN,36237853,36611399,36978541,37383822,37650923,37989940,38383779,38772047,39129410,39578009,39953467,40316969,40718820,41194486,41583422,42040100,42510659,42932929,43238946,43512335,43707456,43824342,43894626,43934524,43929638,43903070,43874366,43797799,43707887,43615246,43524231,43419292,43215631,42973812,42759264,42545551,42278072,41952994,41604516,41137820,40659104,40183780,39739205,39349870,38988697,38661365,38365439,38101515,37813781,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,"Korea, Dem. People's Rep.",PRK,3852693,4029022,4198255,4336614,4470481,4582297,4684536,4799453,4937938,5119466,5295617,5475114,5667495,5874207,6033082,6226758,6434194,6623389,6779325,6934445,7050251,7138723,7224590,7319667,7392464,7477200,7569684,7658127,7737214,7808236,7872365,7933128,7997047,8066543,8122460,8187532,8259625,8333272,8405576,8474126,8534862,8595185,8666493,8752782,8831625,8926743,9023816,9102502,9152604,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,"Korea, Rep.",KOR,9357068,9641895,9938005,10246496,10542271,10863102,11195805,11527014,11853576,12200862,12524322,12832603,13130498,13428141,13696747,14014184,14358307,14689845,14982652,15285865,15528338,15727421,15934744,16175606,16348179,16580576,16807572,17012630,17197829,17383738,17491588,17566815,17636596,17706592,17844298,17994576,18203318,18365142,18509313,18689245,18821141,18934907,19072768,19177303,19207526,19203494,19210236,19174350,19069160,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Lao PDR,LAO,756942,777199,796235,813181,817787,820529,823111,827603,835463,851555,871455,894759,920751,948749,977315,1007926,1040079,1073167,1106726,1133893,1161752,1190197,1219393,1249653,1275365,1303382,1333287,1364455,1396738,1430476,1464084,1499280,1537982,1580930,1629846,1681507,1735154,1789668,1844390,1899743,1956262,2012583,2066652,2117315,2163246,2205826,2246421,2287453,2330197,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,"Macao SAR, China",MAC,79241,81195,82605,83792,84149,84473,84782,85038,85353,87992,90549,93276,96480,100188,102787,106200,109863,113105,115699,118051,119881,121452,123224,125439,127994,130812,133953,137496,141521,147013,153090,159585,166251,172913,180019,186987,193716,200148,206174,210929,215449,219487,222810,225321,226619,227263,227383,227225,226970,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Malaysia,MYS,3037603,3121600,3212378,3314775,3422019,3543425,3674193,3805319,3931326,4049518,4163085,4276936,4399164,4534746,4691772,4865292,5051071,5240509,5426846,5602971,5774429,5945377,6122485,6310034,6515183,6729338,6951384,7179135,7410528,7625478,7854776,8097730,8349621,8604204,8835265,9074336,9319909,9567873,9811501,10037290,10240158,10428380,10611415,10793929,10958404,11126626,11292804,11449495,11593231,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Maldives,MDV,33235,34773,36381,37966,39047,40129,41233,42417,43686,45040,46421,47839,49302,50816,51777,52880,54076,55272,56467,57726,58986,60300,61761,63441,65549,67880,70523,73579,77113,82371,88195,94407,100714,106888,113105,119254,125702,133128,142016,153890,167245,181731,196914,212384,228513,244835,259675,271197,278322,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Mongolia,MNG,336811,344355,353339,364263,374639,387319,401669,416569,431428,445660,459745,474187,489814,506984,523688,541809,560564,578979,596406,607694,619117,630527,641938,653811,669358,684475,700047,717408,737041,756781,778775,802228,825440,847312,867048,885002,901558,917588,933504,946548,959868,972827,984877,995910,1004552,1013347,1022224,1031359,1041096,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Myanmar,MMR,7544127,7724580,7914590,8112572,8301882,8498986,8705471,8924132,9155874,9373420,9603495,9845381,10098525,10362412,10604928,10864476,11134379,11405820,11674148,11916848,12150246,12382274,12623106,12877392,13127706,13385643,13647388,13905947,14155804,14356828,14552516,14739566,14915679,15081746,15209687,15334086,15462645,15604088,15764377,15975401,16201320,16437757,16676993,16911221,17116425,17309964,17497228,17684517,17875607,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Nepal,NPL,3467919,3546671,3629294,3715473,3790434,3869418,3952407,4039940,4132309,4210734,4296568,4387455,4480300,4573716,4646075,4719416,4800453,4898260,5018632,5185320,5378322,5586500,5794339,5990157,6118984,6227549,6322794,6416893,6519317,6637030,6754840,6871744,6985041,7094012,7244478,7384474,7501761,7582427,7618964,7530862,7405183,7273086,7170973,7124283,7276833,7488455,7747741,8034251,8331490,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,New Zealand,NZL,883186,904477,928646,953716,964115,971487,978064,980921,988157,999801,1015965,1035023,1048988,1060433,1061109,1070964,1074421,1079461,1088304,1140938,1151339,1162975,1177213,1193647,1209296,1222457,1231569,1237244,1244337,1254121,1278191,1305836,1328045,1346280,1364192,1378406,1391209,1405369,1420071,1425648,1428934,1435665,1455200,1480264,1509901,1536244,1557625,1576451,1604124,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Pakistan,PAK,17606012,18025038,18480781,18970702,19486033,20043138,20642065,21284355,21969260,22664963,23413610,24201103,25010417,25830791,26576587,27334309,28105589,28897535,29716021,30449606,31222019,32041207,32916518,33857010,34884814,35991183,37162455,38383156,39641278,40835673,42068226,43343042,44664356,46035091,47413562,48845321,50322574,51834354,53371278,54853807,56353987,57875895,59425542,61003778,62541951,64113200,65704035,67302695,68904197,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Philippines,PHL,9856801,10195418,10545585,10908526,11266606,11635201,12016625,12413577,12827510,13243450,13680492,14134987,14601149,15075369,15539698,16009514,16487902,16981115,17492331,17982939,18496487,19027314,19565887,20107926,20644484,21179392,21720142,22275974,22849217,23402667,23969183,24546081,25134368,25742646,26405277,27095387,27823527,28577080,29329080,29967302,30596373,31214096,31834930,32472300,33065501,33703577,34365223,35013432,35628991,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Singapore,SGP,662550,685877,709066,732113,752482,775882,799275,822239,843108,894830,941785,958159,979785,984737,986901,1006082,1036682,1071867,1117895,1154361,1194453,1230710,1276668,1323568,1383269,1439324,1501372,1525966,1562454,1599213,1605034,1575319,1596056,1643134,1715568,1818361,1955511,2053393,2120603,2166522,2218453,2254217,2285559,2314018,2333172,2312149,2292607,2287093,2250115,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Sri Lanka,LKA,3827157,3927387,4027932,4125968,4223199,4314942,4403461,4492885,4584710,4661492,4742454,4825954,4909539,4992738,5077572,5165031,5254528,5345505,5437181,5531424,5621249,5708098,5793942,5879205,5953218,6027793,6103154,6176964,6247492,6304769,6356978,6404161,6447686,6487985,6513823,6541262,6569522,6595568,6617335,6624157,6590652,6599128,6621491,6649093,6694531,6746856,6798314,6823018,6843475,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Thailand,THA,10312745,10668100,11039861,11422045,11805676,12193563,12590188,13004153,13439668,13889460,14351865,14826832,15310989,15800897,16293168,16788438,17276475,17742458,18175838,18549732,18890289,19209603,19525517,19849139,20191225,20538539,20884828,21215031,21518763,21817285,22084667,22327245,22556159,22777633,22982051,23170823,23346388,23509539,23660050,23732867,23814162,23895898,23965374,24015363,24078160,24112638,24121085,24109158,24079586,..
"Population ages 15-64, male",SP.POP.1564.MA.IN,Vietnam,VNM,11456527,11791440,12144289,12516744,12840649,13188428,13557533,13942687,14341084,14778451,15223560,15678741,16149516,16636813,17112417,17607129,18115916,18630841,19147903,19653088,20162487,20676514,21203167,21748523,22269813,22836742,23435318,24038348,24630899,25297557,25904400,26486562,27094804,27747297,28332644,28966041,29615745,30230219,30782083,31241444,31662787,32038296,32370180,32662619,32923297,33135176,33315581,33488288,33665783,..
"Population ages 15-64, total",SP.POP.1564.TO,Afghanistan,AFG,6182763,6327227,6471722,6610807,6706653,6794286,6858858,6883965,6863304,6728404,6548530,6347729,6154936,5991144,5866974,5793045,5796832,5909248,6139034,6588374,7186256,7849519,8480128,9021453,9343589,9543910,9691968,9874319,10143670,10567001,11096697,11684838,12267512,12804785,13152676,13442717,13718559,14039528,14444996,15041824,15743958,16519812,17322062,18116800,18826589,19513959,20193609,20889465,21616257,..
"Population ages 15-64, total",SP.POP.1564.TO,Australia,AUS,8296302,8450470,8699412,8847173,8956780,9100112,9258956,9407968,9560902,9768199,9965458,10111379,10249472,10421810,10606571,10798766,11013521,11229098,11408332,11556139,11683359,11777281,11888253,12030999,12187018,12331988,12475819,12632763,12793036,12992714,13175884,13360398,13534758,13728581,13967584,14083094,14382253,14679103,14891504,15042394,15250481,15455787,15623408,15780014,15943398,16121831,16276948,16437853,16570748,..
"Population ages 15-64, total",SP.POP.1564.TO,Bangladesh,BGD,34725276,35214062,35767947,36430143,37154450,38074018,39145396,40322557,41573162,42731838,44006026,45377190,46823953,48337552,49828275,51392681,53025097,54728426,56500226,58175247,59908173,61702311,63562040,65491120,67408491,69389246,71418923,73481243,75559254,77506783,79483489,81458456,83394678,85272649,86914914,88509490,90085073,91680752,93328526,95108484,96906019,98734867,100611229,102533152,104440785,106391908,108341203,110227827,112019174,..
"Population ages 15-64, total",SP.POP.1564.TO,Bhutan,BTN,172217,177452,183004,188841,194240,200073,206222,212595,219141,224187,229406,234976,241163,248090,255484,263711,271969,279320,285219,286832,286642,285747,285601,287163,292740,300708,310503,321329,332567,344196,356316,368632,380806,392575,401992,410782,419206,427709,436573,446293,456420,466741,476945,486795,496649,505907,514691,523229,531647,..
"Population ages 15-64, total",SP.POP.1564.TO,Cambodia,KHM,3819687,3906680,3971555,4008539,3974388,3914445,3847565,3792693,3763361,3826637,3902902,3992329,4100515,4224423,4284412,4391337,4521936,4642560,4740441,4870577,4976030,5075969,5205034,5380466,5566227,5807323,6098437,6412551,6725345,7009972,7260196,7480672,7689910,7903892,8126987,8350588,8576109,8797142,9008108,9202172,9406756,9610514,9802044,9976967,10146087,10296732,10437228,10581563,10737291,..
"Population ages 15-64, total",SP.POP.1564.TO,China,CHN,480278464,491368033,502557702,513861540,526008005,538475659,552194383,567184356,582756908,600164693,618735725,637261940,654846220,672180280,687782548,703389691,718310123,732531057,746726066,756677632,768952440,782325624,794860325,805367614,820493214,831124788,839669246,849907147,863641938,875614116,891647554,909846945,926808358,940817540,952765169,961863202,968715052,974558542,980077454,984982578,990955995,996268459,1000075524,1001976146,1002022583,1001330750,998794770,995603700,992164306,..
"Population ages 15-64, total",SP.POP.1564.TO,"Hong Kong SAR, China",HKG,2509850,2610148,2728269,2821930,2899790,2994772,3105619,3331189,3461157,3564469,3631557,3691147,3729972,3774220,3837023,3891919,3939937,3993907,4017677,4065503,4110280,4190126,4294974,4391937,4595798,4646423,4699251,4755626,4807057,4861527,4898434,4903130,4958649,5001265,5064722,5139327,5198289,5229852,5276866,5311823,5362466,5365124,5370433,5369755,5359413,5338161,5306904,5268321,5172228,..
"Population ages 15-64, total",SP.POP.1564.TO,India,IND,325133902,333502317,342356946,351704532,360243310,369398313,379066480,389096601,399399531,409064685,419033629,429338485,440089864,451331897,461564904,472583711,484214099,496222513,508508811,520272162,532374433,544905884,558019742,571765885,585146580,599111035,613586397,628437450,643545590,657781670,672383343,687264151,702330930,717517454,732023639,746636061,761335665,776202642,791275567,805553067,820295461,835217793,849862019,863969043,877814039,890731260,903115190,915551973,928266848,..
"Population ages 15-64, total",SP.POP.1564.TO,Indonesia,IDN,64656326,66536053,68518675,70578170,72585270,74678703,76867712,79171492,81595577,83999439,86515406,89126014,91814866,94569560,97203618,99942636,102755465,105596187,108439633,111244373,114005897,116760473,119568906,122458831,125205699,128058351,130975056,133865557,136655835,138920715,141133169,143325751,145542983,147807686,150457184,152986404,155417131,157775352,160116952,162834657,165487914,168130541,170817349,173544645,175878309,178383090,180922906,183307085,185453064,..
"Population ages 15-64, total",SP.POP.1564.TO,Japan,JPN,73623278,74325574,75004852,75747963,76226952,76834757,77540045,78226570,78846296,79649052,80306220,80936891,81634451,82466968,83142516,83940467,84760716,85493150,86010433,86491520,86828727,87017969,87114965,87148203,87113025,87033128,86946112,86761304,86547107,86351420,86156721,85930942,85503551,84991747,84556631,84116655,83563130,82886937,82153251,81219621,80252578,79281609,78362321,77544929,76823835,76168000,75571759,75032834,74437254,..
"Population ages 15-64, total",SP.POP.1564.TO,"Korea, Dem. People's Rep.",PRK,8342540,8684797,9012990,9280548,9542917,9761766,9960748,10182594,10448182,10798939,11136299,11477644,11841786,12231499,12526962,12888731,13275466,13624753,13907753,14190077,14394332,14544801,14690897,14856522,14990005,15148040,15321433,15485863,15630053,15764175,15881270,15988726,16100808,16223628,16325945,16446505,16579812,16713539,16841585,16967458,17075407,17181074,17308773,17467808,17621676,17809886,18003112,18158455,18253467,..
"Population ages 15-64, total",SP.POP.1564.TO,"Korea, Rep.",KOR,18714406,19288985,19881736,20493743,21080555,21711576,22362013,23007555,23643060,24327053,24962819,25565770,26143798,26716767,27237803,27854851,28522522,29161794,29721007,30314293,30782588,31161684,31555107,32012816,32340096,32781933,33210158,33594216,33939462,34284981,34481832,34614984,34731978,34841997,35092206,35357898,35733681,36019548,36276129,36594976,36823182,37017029,37254974,37424014,37473059,37454263,37454941,37370774,37149107,..
"Population ages 15-64, total",SP.POP.1564.TO,Lao PDR,LAO,1547119,1587052,1624331,1657215,1665647,1670178,1674250,1682058,1696545,1727565,1766189,1811506,1861997,1916241,1971361,2030433,2092687,2157193,2223245,2279319,2337544,2397318,2458573,2521647,2574867,2632385,2693692,2757991,2825325,2898216,2971690,3048544,3131945,3222842,3322309,3426217,3532584,3638574,3742510,3840371,3938141,4034528,4127597,4216695,4304814,4389136,4471406,4554972,4641338,..
"Population ages 15-64, total",SP.POP.1564.TO,"Macao SAR, China",MAC,152967,156290,158731,160889,161429,161959,162524,163026,163702,168884,174273,180284,187468,195764,202197,210340,219072,227013,233672,239618,244519,248954,253866,259742,266130,273016,280535,288931,298446,310049,323282,337598,352190,366429,380737,394331,407250,419741,431827,441941,451869,460999,468641,474410,477431,478897,479168,478854,478397,..
"Population ages 15-64, total",SP.POP.1564.TO,Malaysia,MYS,6044414,6221879,6412322,6623933,6843399,7086990,7346116,7604872,7853717,8089302,8316110,8542454,8782208,9043870,9331469,9648416,9988469,10338107,10686442,11026555,11361866,11698893,12048429,12417355,12816241,13233133,13664770,14105387,14549464,14947989,15369723,15813798,16271948,16732815,17145977,17573459,18016934,18472321,18927789,19364284,19763743,20139068,20504718,20867238,21197148,21531344,21859364,22168121,22451709,..
"Population ages 15-64, total",SP.POP.1564.TO,Maldives,MDV,63105,65509,68079,70705,72786,74987,77315,79788,82396,85145,87918,90756,93721,96857,99216,101935,104882,107877,110900,114035,117246,120597,124236,128271,132814,137710,143090,149096,155822,164757,174457,184655,194910,204883,214781,224346,234026,244585,256571,271295,287632,305023,322806,340473,358509,376402,392702,405913,415173,..
"Population ages 15-64, total",SP.POP.1564.TO,Mongolia,MNG,681449,696632,714794,737019,758609,784921,814569,845179,875489,904619,933226,962414,993971,1028649,1062760,1099712,1137835,1175120,1210179,1232986,1255925,1278573,1300712,1323121,1352509,1379768,1407268,1438577,1475317,1514516,1559450,1608100,1656323,1701441,1742807,1780279,1814728,1848130,1881449,1909673,1938532,1966716,1993018,2017159,2036934,2056856,2076709,2096757,2117604,..
"Population ages 15-64, total",SP.POP.1564.TO,Myanmar,MMR,15414742,15800523,16204494,16624737,17030677,17452211,17892041,18354959,18842415,19307145,19795590,20306180,20838005,21390092,21901996,22446917,23010637,23574446,24128615,24633721,25116631,25595723,26095045,26626400,27171013,27738204,28316148,28885272,29430622,29868658,30288655,30686444,31061776,31419612,31710390,31997695,32294220,32613841,32965688,33408573,33876291,34359029,34840105,35303511,35708535,36082447,36438038,36790823,37150092,..
"Population ages 15-64, total",SP.POP.1564.TO,Nepal,NPL,7042693,7190721,7345955,7508359,7649041,7798539,7956873,8125183,8304212,8460702,8633029,8817681,9010307,9208974,9380384,9560599,9755209,9972351,10217329,10494430,10804275,11137560,11481432,11825749,12114895,12396779,12672753,12949243,13232111,13495638,13757892,14018095,14273974,14527088,14844766,15142058,15412293,15650887,15856476,15965957,16059411,16162565,16304563,16507814,16924304,17408259,17941378,18494692,19044441,..
"Population ages 15-64, total",SP.POP.1564.TO,New Zealand,NZL,1750686,1793424,1841581,1891179,1912853,1928212,1941706,1947644,1962240,1986369,2019365,2058191,2087208,2111645,2116747,2140700,2151760,2165369,2185874,2293684,2315986,2340272,2369668,2403770,2439031,2469611,2492154,2507616,2525572,2548494,2600369,2659213,2706334,2744581,2781336,2809736,2834758,2862340,2891030,2902789,2909454,2922995,2962680,3013718,3073135,3126644,3170401,3208633,3264172,..
"Population ages 15-64, total",SP.POP.1564.TO,Pakistan,PAK,32775323,33627449,34550658,35541452,36588030,37716975,38927959,40223612,41602470,43006426,44514516,46098492,47724124,49369766,50869087,52389442,53934615,55519221,57155102,58633640,60186630,61828663,63577879,65452270,67492399,69688336,72011853,74431099,76922551,79305975,81762462,84300616,86928659,89651022,92399584,95241842,98165302,101152817,104187043,107101806,110060746,113060252,116096389,119164298,122150863,125175221,128222837,131288856,134372752,..
"Population ages 15-64, total",SP.POP.1564.TO,Philippines,PHL,19560128,20229526,20920163,21634601,22342232,23068990,23819535,24599595,25412285,26231868,27092905,27987575,28903769,29834230,30752502,31680564,32625305,33600393,34612955,35599171,36632391,37701104,38786172,39878635,40968168,42053924,43150766,44277606,45439351,46578820,47746666,48928879,50116489,51320692,52586114,53883967,55252065,56685248,58138731,59396986,60664608,61922309,63178605,64449670,65635165,66884608,68165589,69420734,70620268,..
"Population ages 15-64, total",SP.POP.1564.TO,Singapore,SGP,1289918,1336287,1382205,1427793,1468465,1514910,1561198,1606388,1647115,1748253,1839664,1871569,1914879,1927340,1937439,1982863,2051377,2127623,2222582,2293003,2367437,2431447,2512765,2595092,2702196,2800107,2909438,2949130,3017120,3098810,3126457,3084752,3134634,3224846,3347294,3516747,3744457,3896763,3997725,4074425,4167133,4231259,4286418,4335049,4370443,4333088,4299961,4293383,4227243,..
"Population ages 15-64, total",SP.POP.1564.TO,Sri Lanka,LKA,7384342,7598929,7813434,8021427,8226553,8419265,8604459,8791196,8983036,9147143,9319680,9497390,9675256,9852320,10037938,10228814,10423246,10619519,10815589,11018023,11210109,11394925,11576931,11757567,11920847,12086766,12255747,12423270,12586125,12725662,12857185,12980293,13097256,13207987,13291936,13379397,13466576,13546119,13613884,13659777,13618903,13661314,13729471,13805689,13916964,14039241,14156963,14216588,14265387,..
"Population ages 15-64, total",SP.POP.1564.TO,Thailand,THA,20620171,21335513,22082252,22848302,23622066,24402667,25200477,26035215,26917332,27847081,28807032,29797105,30810219,31839275,32897583,33965363,35015167,36007702,36914489,37646196,38291925,38885926,39478884,40104841,40831260,41584938,42347010,43076588,43744274,44380037,44948096,45462381,45948029,46419339,46859629,47269795,47652306,48005328,48326222,48493776,48669140,48838167,48979007,49078487,49209847,49283767,49302616,49274172,49201842,..
"Population ages 15-64, total",SP.POP.1564.TO,Vietnam,VNM,23368133,24068630,24800391,25563512,26221639,26920373,27656268,28421944,29214145,30088098,30978051,31887250,32824342,33789861,34734931,35713849,36717941,37733245,38752588,39757174,40769511,41788938,42829189,43900927,44931689,46046572,47218467,48395578,49549994,50859645,52049655,53186575,54367248,55625773,56761692,57986692,59239649,60419838,61474297,62383724,63211882,63945704,64593193,65162936,65677847,66098814,66454455,66783128,67105172,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.4300003051758,63.6500015258789,64.4100036621094,64.4400024414063,64.3000030517578,64.6800003051758,64.9800033569336,65.1999969482422,65.4599990844727,65.8399963378906,66.2900009155273,64.4199981689453,63.7000007629395,63.2700004577637,62.1500015258789,61.2799987792969,60.1399993896484,59.2900009155273,56.8899993896484,54.5800018310547,53.560001373291,51.4000015258789,49.8199996948242,48.4099998474121,47.0699996948242,45.810001373291,43.9900016784668,43.1300010681152,42.5,..,..
